Time,M_x [gauss],M_y [gauss],M_z [gauss]
5.69744,0.36,-0.0075,-0.021
5.707208,0.336,-0.006,-0.0195
5.716975,0.327,-0.003,-0.006
5.726743,0.3285,0.009,0.0315
5.736511,0.3525,0.0255,0.0435
5.746278,0.3525,0.033,0.06
5.756046,0.378,0.0345,0.0555
5.765813,0.3855,0.0285,0.033
5.775581,0.3885,0.021,0.0105
5.785349,0.3645,-0.0015,-0.0195
5.795116,0.3615,-0.006,-0.0225
5.804884,0.3345,-0.0075,-0.0285
5.814651,0.3225,-0.0105,-0.0135
5.824419,0.333,0.009,0.027
5.834187,0.342,0.0315,0.045
5.843954,0.3555,0.0255,0.0555
5.853722,0.372,0.0375,0.0555
5.86349,0.3795,0.0285,0.0375
5.873257,0.3765,0.015,0.0135
5.883025,0.3675,-0.0045,-0.012
5.892792,0.357,-0.0075,-0.021
5.90256,0.3405,-0.009,-0.015
5.912328,0.3255,-0.0045,0.0045
5.922095,0.33,0.003,0.036
5.931863,0.33,0.0195,0.048
5.941631,0.3645,0.027,0.0555
5.951398,0.3585,0.0345,0.0615
5.961166,0.3825,0.036,0.051
5.970933,0.384,0.0225,0.012
5.980701,0.381,0.0045,-0.0015
5.990469,0.357,-0.0015,-0.0255
6.000236,0.3495,-0.009,-0.0165
6.010004,0.327,-0.009,-0.009
6.019772,0.3345,0.009,0.015
6.029538,0.342,0.021,0.0315
6.039304,0.3525,0.03,0.0585
6.04907,0.3645,0.0315,0.057
6.058836,0.378,0.0405,0.0435
6.068603,0.381,0.018,0.024
6.078369,0.378,0.0,-0.009
6.088135,0.3585,-0.0015,-0.021
6.097901,0.339,-0.0135,-0.0135
6.107667,0.336,-0.009,-0.0105
6.117434,0.3285,0.009,0.012
6.1272,0.33,0.0165,0.036
6.136966,0.354,0.036,0.0615
6.146732,0.3675,0.0375,0.057
6.156498,0.3795,0.0315,0.054
6.166265,0.3795,0.027,0.0285
6.176031,0.369,0.0075,0.0045
6.185797,0.369,-0.0105,-0.0045
6.195563,0.348,-0.0135,-0.0225
6.205329,0.336,-0.009,-0.012
6.215096,0.327,-0.0015,0.0075
6.224862,0.3345,0.012,0.0405
6.234628,0.3405,0.0255,0.0435
6.244394,0.36,0.0375,0.0555
6.254161,0.3795,0.0315,0.048
6.263927,0.381,0.021,0.0255
6.273693,0.3735,0.015,-0.0015
6.283459,0.3555,-0.0015,-0.0135
6.293225,0.3525,-0.009,-0.024
6.302992,0.3435,-0.0075,-0.0195
6.312758,0.33,-0.006,0.0045
6.322524,0.333,0.015,0.033
6.33229,0.342,0.0225,0.0525
6.342056,0.369,0.0345,0.0585
6.351823,0.3735,0.0405,0.051
6.361589,0.3855,0.0285,0.027
6.371355,0.3825,0.009,0.0
6.381121,0.378,-0.0045,-0.003
6.390887,0.3525,-0.006,-0.024
6.400654,0.33,-0.015,-0.0225
6.41042,0.3225,-0.003,0.0045
6.420186,0.3345,0.015,0.0225
6.429952,0.3435,0.0285,0.0465
6.439719,0.363,0.0375,0.0555
6.449485,0.3765,0.036,0.0495
6.459251,0.381,0.03,0.0375
6.469017,0.3795,0.012,0.0135
6.478783,0.3705,-0.006,-0.0105
6.48855,0.345,-0.012,-0.027
6.498316,0.3285,-0.009,-0.0225
6.508082,0.33,-0.006,-0.0015
6.517848,0.3225,0.0165,0.03
6.527614,0.3405,0.018,0.0495
6.537381,0.3555,0.0255,0.0555
6.547147,0.378,0.036,0.0495
6.556913,0.384,0.042,0.0435
6.566679,0.3795,0.0165,0.0135
6.576445,0.3795,0.009,0.0015
6.586212,0.3525,-0.0015,-0.027
6.595978,0.3405,-0.0135,-0.021
6.605744,0.3345,-0.006,-0.0045
6.61551,0.3315,0.0075,0.0165
6.625277,0.336,0.018,0.039
6.635043,0.351,0.0285,0.057
6.644809,0.366,0.03,0.0555
6.654575,0.384,0.0225,0.036
6.664341,0.3735,0.021,0.018
6.674108,0.372,-0.003,-0.0075
6.683874,0.357,-0.0135,-0.027
6.69364,0.342,-0.0105,-0.012
6.703406,0.33,0.0,-0.006
6.713172,0.33,0.0045,0.024
6.722939,0.3345,0.015,0.0495
6.732705,0.3495,0.033,0.0555
6.742471,0.3675,0.039,0.0585
6.752237,0.3735,0.0315,0.054
6.762003,0.3855,0.024,0.018
6.77177,0.3675,0.0015,-0.003
6.781536,0.369,-0.0105,-0.024
6.791302,0.345,-0.0075,-0.024
6.801068,0.3285,-0.0105,-0.015
6.810835,0.33,-0.006,0.0105
6.820601,0.327,0.0255,0.033
6.830367,0.3435,0.0255,0.051
6.840133,0.3675,0.0345,0.0525
6.849899,0.3765,0.036,0.048
6.859666,0.3855,0.015,0.0195
6.869432,0.378,0.0075,0.003
6.879198,0.369,-0.003,-0.021
6.888964,0.3435,-0.012,-0.027
6.89873,0.321,-0.0105,-0.018
6.908497,0.327,0.0045,0.012
6.918263,0.33,0.0225,0.0375
6.928029,0.3465,0.03,0.06
6.937795,0.3645,0.036,0.054
6.947561,0.3705,0.0405,0.051
6.957328,0.3735,0.0285,0.027
6.967094,0.3795,-0.0015,-0.0015
6.97686,0.3615,0.0015,-0.012
6.986626,0.342,-0.0135,-0.0225
6.996392,0.339,-0.012,-0.0105
7.00616,0.3225,0.0,0.006
7.015928,0.33,0.0075,0.03
7.025695,0.342,0.0285,0.0525
7.035463,0.363,0.0285,0.0615
7.04523,0.3735,0.0405,0.0555
7.054998,0.3765,0.0255,0.033
7.064766,0.384,0.012,0.0075
7.074533,0.3675,0.0,-0.012
7.084301,0.351,-0.009,-0.0165
7.094068,0.333,-0.009,-0.009
7.103836,0.3285,0.0,0.015
7.113603,0.3315,0.0105,0.033
7.123371,0.3525,0.024,0.0495
7.133139,0.36,0.0375,0.0645
7.142906,0.381,0.039,0.0495
7.152674,0.3825,0.0315,0.0315
7.162441,0.3825,0.015,0.009
7.172209,0.375,-0.0045,-0.0165
7.181977,0.3525,-0.012,-0.0195
7.191744,0.321,-0.012,-0.012
7.201512,0.333,-0.009,-0.006
7.211279,0.33,0.0105,0.0255
7.221047,0.342,0.021,0.0465
7.230814,0.3525,0.036,0.054
7.240582,0.363,0.03,0.054
7.25035,0.3825,0.0285,0.036
7.260117,0.375,0.024,0.012
7.269885,0.3645,-0.003,-0.012
7.279652,0.3555,-0.0135,-0.024
7.28942,0.336,-0.0165,-0.015
7.299188,0.3285,-0.012,-0.0045
7.308955,0.3315,0.0195,0.021
7.318723,0.336,0.027,0.0375
7.32849,0.3585,0.0315,0.066
7.338258,0.3735,0.033,0.0585
7.348025,0.3765,0.027,0.045
7.357793,0.387,0.0195,0.0105
7.367561,0.3705,0.0045,-0.009
7.377328,0.3525,-0.0045,-0.0195
7.387096,0.3435,-0.0135,-0.0195
7.396863,0.3375,-0.0075,-0.003
7.406631,0.324,0.0,0.0165
7.416398,0.3375,0.0195,0.033
7.426166,0.348,0.03,0.0555
7.435934,0.369,0.0345,0.0585
7.445701,0.378,0.0495,0.048
7.455469,0.3765,0.0225,0.027
7.465236,0.363,0.0015,-0.003
7.475004,0.3585,-0.003,-0.0165
7.484772,0.339,-0.015,-0.0135
7.494539,0.3315,-0.006,-0.009
7.504307,0.336,-0.003,0.024
7.514074,0.3345,0.015,0.0375
7.523842,0.345,0.027,0.06
7.533609,0.3675,0.03,0.051
7.543377,0.3885,0.0345,0.0435
7.553145,0.384,0.021,0.0255
7.562912,0.3705,0.006,-0.003
7.57268,0.3585,-0.009,-0.021
7.582447,0.345,-0.006,-0.015
7.592215,0.324,-0.0105,-0.0135
7.601983,0.336,0.006,0.0165
7.61175,0.324,0.015,0.0375
7.621518,0.357,0.027,0.0555
7.631285,0.363,0.0375,0.057
7.641053,0.375,0.039,0.048
7.65082,0.384,0.0165,0.0255
7.660588,0.372,0.0075,-0.003
7.670356,0.3705,-0.0045,-0.012
7.680123,0.3495,0.0,-0.018
7.689891,0.333,-0.009,-0.0075
7.699658,0.3375,0.003,0.003
7.709426,0.3315,0.0135,0.0375
7.719194,0.3435,0.036,0.051
7.728961,0.3675,0.0315,0.0525
7.738729,0.3795,0.0345,0.0555
7.748496,0.375,0.024,0.0315
7.758264,0.3795,0.009,-0.003
7.768031,0.357,-0.003,-0.012
7.777799,0.345,-0.0135,-0.021
7.787567,0.336,-0.012,-0.018
7.797334,0.327,-0.003,0.006
7.807102,0.3345,0.012,0.0285
7.816869,0.345,0.0345,0.0465
7.826637,0.36,0.0345,0.0495
7.836404,0.381,0.039,0.0465
7.846172,0.3825,0.0345,0.03
7.85594,0.372,0.0135,0.006
7.865707,0.363,0.0045,-0.009
7.875475,0.345,-0.012,-0.021
7.885242,0.3375,-0.0105,-0.021
7.89501,0.324,-0.0015,0.009
7.904778,0.33,0.0165,0.0255
7.914545,0.339,0.027,0.045
7.924313,0.3555,0.024,0.0585
7.93408,0.375,0.0375,0.06
7.943848,0.3825,0.0255,0.0375
7.953615,0.3825,0.0105,0.0075
7.963383,0.369,-0.0015,-0.009
7.973151,0.354,-0.003,-0.015
7.982917,0.3435,-0.009,-0.0195
7.992683,0.3375,0.0,0.003
8.002449,0.336,0.0165,0.027
8.012215,0.342,0.024,0.048
8.021981,0.3495,0.036,0.0585
8.031747,0.3645,0.03,0.0585
8.041513,0.3915,0.0255,0.039
8.051279,0.378,0.0165,0.0135
8.061045,0.369,-0.003,-0.009
8.070812,0.3525,-0.0105,-0.021
8.080578,0.3375,-0.012,-0.0225
8.090344,0.333,0.003,-0.0045
8.10011,0.3345,0.015,0.015
8.109876,0.3435,0.0195,0.0435
8.119642,0.3585,0.03,0.06
8.129408,0.3645,0.0315,0.0615
8.139174,0.384,0.018,0.0345
8.14894,0.3765,0.015,0.012
8.158706,0.3705,-0.0045,-0.006
8.168472,0.357,-0.0045,-0.0195
8.178239,0.339,-0.012,-0.0135
8.188005,0.3285,-0.0075,-0.0105
8.197771,0.33,0.0045,0.0105
8.207537,0.336,0.021,0.042
8.217303,0.3435,0.0345,0.054
8.227069,0.366,0.0375,0.0645
8.236835,0.378,0.0315,0.0465
8.246601,0.3795,0.0225,0.0225
8.256367,0.372,0.006,-0.0045
8.266133,0.36,-0.0075,-0.024
8.2759,0.354,-0.015,-0.021
8.285666,0.3285,0.0,-0.009
8.295432,0.327,0.003,0.0135
8.305198,0.3405,0.0225,0.042
8.314964,0.3495,0.0345,0.054
8.32473,0.3675,0.0255,0.054
8.334496,0.3795,0.03,0.042
8.344262,0.3735,0.0225,0.0135
8.354028,0.375,0.0075,-0.0075
8.363794,0.3615,-0.0075,-0.0135
8.37356,0.342,-0.012,-0.0195
8.383327,0.3315,-0.0045,-0.015
8.393093,0.324,-0.003,0.0165
8.402859,0.3315,0.0195,0.033
8.412625,0.348,0.0345,0.0525
8.422391,0.3675,0.036,0.057
8.432157,0.3795,0.036,0.0495
8.441923,0.378,0.027,0.027
8.451689,0.3765,0.003,0.0015
8.461455,0.369,-0.006,-0.009
8.471221,0.3375,-0.009,-0.0195
8.480987,0.3345,-0.0105,-0.0165
8.490754,0.3255,0.0045,0.018
8.50052,0.33,0.015,0.0345
8.510286,0.342,0.03,0.054
8.520052,0.3615,0.0315,0.063
8.529818,0.369,0.0375,0.0525
8.539584,0.3735,0.0285,0.0195
8.54935,0.378,0.0105,0.003
8.559116,0.372,-0.0015,-0.024
8.568882,0.3495,-0.0135,-0.0225
8.578648,0.3315,-0.0165,-0.015
8.588415,0.336,0.0045,0.0075
8.598181,0.33,0.0135,0.0315
8.607947,0.3555,0.0315,0.051
8.617713,0.3645,0.0465,0.0615
8.627479,0.3765,0.0375,0.054
8.637245,0.384,0.0225,0.0315
8.647011,0.3735,0.015,0.009
8.656777,0.366,-0.009,-0.012
8.666543,0.36,-0.015,-0.027
8.676309,0.3405,0.0,-0.0135
8.686075,0.327,-0.006,0.0015
8.695842,0.3285,0.012,0.027
8.705608,0.3435,0.018,0.0465
8.715374,0.3555,0.0315,0.054
8.72514,0.372,0.033,0.048
8.734906,0.378,0.021,0.0375
8.744672,0.3825,0.009,0.0045
8.754438,0.354,0.0045,-0.009
8.764204,0.3495,-0.018,-0.018
8.77397,0.339,-0.0045,-0.0255
8.783736,0.324,-0.006,0.0015
8.793502,0.33,0.006,0.021
8.803269,0.3315,0.024,0.048
8.813035,0.351,0.0285,0.057
8.822801,0.369,0.042,0.051
8.832567,0.381,0.036,0.0375
8.842333,0.3855,0.0195,0.0075
8.852099,0.3705,0.0075,-0.0015
8.861865,0.3615,-0.009,-0.0135
8.871631,0.3375,-0.006,-0.0225
8.881397,0.336,-0.006,0.003
8.891163,0.33,0.003,0.024
8.900929,0.3375,0.021,0.0465
8.910696,0.3585,0.033,0.057
8.920462,0.375,0.033,0.054
8.930228,0.3825,0.0315,0.039
8.939994,0.3855,0.018,0.0195
8.94976,0.3735,0.006,-0.006
8.959526,0.357,-0.009,-0.0225
8.969292,0.3405,-0.0105,-0.0195
8.979057,0.3255,-0.003,-0.015
8.988823,0.3225,0.009,0.0315
8.998589,0.3375,0.015,0.0435
9.008355,0.3435,0.024,0.0495
9.018121,0.36,0.036,0.0585
9.027887,0.381,0.03,0.0495
9.037652,0.381,0.0195,0.024
9.047418,0.378,0.009,0.0075
9.057184,0.3615,-0.0045,-0.021
9.06695,0.339,0.003,-0.0105
9.076716,0.3255,-0.0075,-0.0135
9.086481,0.327,0.0045,0.018
9.096247,0.3285,0.015,0.039
9.106013,0.3495,0.0285,0.0525
9.115779,0.375,0.039,0.06
9.125545,0.3795,0.0345,0.0525
9.13531,0.3885,0.021,0.0285
9.145076,0.369,0.012,-0.0135
9.154842,0.3615,-0.006,-0.024
9.164608,0.339,-0.0105,-0.0195
9.174374,0.327,-0.0105,-0.0135
9.18414,0.3285,-0.0045,0.0075
9.193905,0.336,0.0165,0.0345
9.203671,0.3555,0.027,0.051
9.213437,0.363,0.0345,0.051
9.223203,0.381,0.039,0.0495
9.232969,0.384,0.024,0.0285
9.242734,0.3855,0.0105,0.0015
9.2525,0.3675,-0.0015,-0.018
9.262266,0.3525,-0.009,-0.015
9.272032,0.33,-0.0075,-0.0225
9.281798,0.3345,0.0,0.0105
9.291564,0.3255,0.0105,0.03
9.301329,0.3495,0.0255,0.048
9.311095,0.3615,0.03,0.0555
9.320861,0.384,0.0315,0.0465
9.330627,0.3795,0.021,0.03
9.340393,0.378,0.012,-0.006
9.350158,0.363,0.0,-0.0135
9.359924,0.3465,-0.015,-0.024
9.36969,0.342,-0.0135,-0.0195
9.379456,0.3345,-0.006,0.006
9.389222,0.33,0.012,0.0285
9.398988,0.3435,0.033,0.0525
9.408753,0.3585,0.0375,0.066
9.418519,0.375,0.0315,0.0495
9.428285,0.381,0.0315,0.0345
9.438051,0.3825,0.0105,0.015
9.447817,0.3705,0.0,-0.0075
9.457582,0.3555,-0.0045,-0.0105
9.467348,0.336,-0.003,-0.0165
9.477114,0.333,-0.003,0.0075
9.48688,0.3345,0.0105,0.0285
9.496646,0.339,0.0195,0.0345
9.506412,0.3525,0.036,0.0555
9.516177,0.375,0.0375,0.0525
9.525943,0.387,0.0285,0.033
9.535709,0.381,0.018,0.012
9.545475,0.3645,0.0015,-0.0135
9.555241,0.357,-0.0045,-0.0195
9.565006,0.336,-0.0195,-0.0135
9.574772,0.321,-0.009,0.0015
9.584538,0.327,0.009,0.0195
9.594304,0.339,0.015,0.048
9.60407,0.3555,0.0285,0.045
9.613836,0.3705,0.036,0.0585
9.623601,0.372,0.0285,0.0375
9.633367,0.3825,0.012,0.009
9.643133,0.3705,0.006,-0.0045
9.652899,0.354,-0.0075,-0.0225
9.662665,0.3375,-0.009,-0.018
9.67243,0.324,-0.0135,-0.0045
9.682196,0.333,0.009,0.027
9.691962,0.3345,0.027,0.039
9.701728,0.36,0.0345,0.051
9.711494,0.3645,0.0405,0.054
9.72126,0.39,0.03,0.048
9.731025,0.3705,0.021,0.018
9.740791,0.3765,0.0,-0.0105
9.750557,0.357,-0.012,-0.021
9.760323,0.3345,-0.0165,-0.015
9.770089,0.3285,-0.0075,-0.009
9.779854,0.3345,-0.006,0.0225
9.78962,0.3405,0.021,0.0375
9.799386,0.3495,0.03,0.06
9.809152,0.3705,0.0345,0.063
9.818918,0.381,0.033,0.0495
9.828684,0.384,0.024,0.0225
9.838449,0.3705,0.003,-0.0075
9.848215,0.3585,-0.0105,-0.0225
9.857981,0.348,-0.015,-0.021
9.867747,0.3375,-0.0135,-0.0105
9.877513,0.3255,-0.0015,0.018
9.887278,0.3315,0.012,0.0405
9.897044,0.351,0.033,0.0525
9.90681,0.3645,0.0315,0.0615
9.916576,0.3855,0.0255,0.042
9.926342,0.381,0.0255,0.024
9.936109,0.378,0.0045,0.0045
9.945876,0.366,-0.006,-0.015
9.955643,0.3435,-0.0075,-0.0195
9.96541,0.339,-0.0075,-0.009
9.975177,0.3345,0.0015,0.015
9.984945,0.33,0.012,0.042
9.994712,0.351,0.0225,0.057
10.004479,0.3615,0.0405,0.063
10.014246,0.3795,0.0285,0.0495
10.024013,0.3825,0.0225,0.0285
10.03378,0.369,0.0105,0.0045
10.043547,0.3675,0.003,-0.0165
10.053315,0.345,-0.006,-0.0165
10.063082,0.33,-0.0045,-0.0075
10.072849,0.321,-0.006,-0.0015
10.082616,0.3345,0.0135,0.03
10.092383,0.339,0.0225,0.0525
10.10215,0.3705,0.0345,0.06
10.111917,0.3855,0.03,0.048
10.121685,0.387,0.027,0.027
10.131452,0.3705,0.015,0.0045
10.141219,0.369,0.0045,-0.0105
10.150986,0.3435,-0.021,-0.024
10.160753,0.3315,-0.0135,-0.021
10.17052,0.33,-0.0015,0.0045
10.180287,0.324,0.0225,0.024
10.190054,0.3375,0.0255,0.0465
10.199822,0.3555,0.039,0.0525
10.209589,0.3705,0.03,0.0585
10.219356,0.375,0.021,0.0375
10.229123,0.3795,0.0105,0.0045
10.23889,0.369,0.0015,-0.009
10.248657,0.3495,-0.0075,-0.0255
10.258424,0.3375,-0.0075,-0.0135
10.268192,0.318,-0.006,-0.003
10.277959,0.3345,0.015,0.027
10.287726,0.3375,0.0195,0.0465
10.297493,0.357,0.033,0.0645
10.30726,0.3735,0.0315,0.0495
10.317027,0.3795,0.036,0.0315
10.326794,0.375,0.0225,0.018
10.336562,0.372,0.0015,-0.006
10.346329,0.3435,-0.0135,-0.0255
10.356096,0.333,-0.0165,-0.015
10.365863,0.321,-0.009,-0.0045
10.37563,0.3375,0.0075,0.0255
10.385397,0.3435,0.0225,0.0435
10.395164,0.3585,0.03,0.0555
10.404932,0.366,0.039,0.057
10.414699,0.384,0.036,0.036
10.424466,0.3765,0.015,0.018
10.434233,0.3675,0.0,-0.006
10.444,0.3525,-0.0045,-0.015
10.453767,0.348,-0.012,-0.021
10.463534,0.333,-0.0075,-0.0105
10.473302,0.33,0.0045,0.021
10.483069,0.3315,0.012,0.0465
10.492836,0.351,0.0315,0.0555
10.502603,0.3705,0.0375,0.0525
10.51237,0.384,0.0285,0.042
10.522137,0.384,0.024,0.0105
10.531904,0.375,0.0015,-0.0045
10.541672,0.363,-0.0045,-0.0165
10.551439,0.3405,-0.0075,-0.0135
10.561206,0.3315,-0.0135,-0.006
10.570973,0.3285,0.012,0.0225
10.58074,0.3285,0.024,0.0435
10.590507,0.3465,0.0255,0.057
10.600274,0.3645,0.033,0.0525
10.610041,0.3855,0.033,0.0465
10.619809,0.3825,0.015,0.0195
10.629576,0.3735,0.0075,-0.003
10.639343,0.3585,-0.003,-0.0135
10.64911,0.348,-0.021,-0.024
10.658877,0.3315,-0.009,-0.018
10.668644,0.327,0.0,0.0135
10.678411,0.333,0.009,0.0405
10.688179,0.348,0.03,0.051
10.697946,0.369,0.03,0.048
10.707713,0.375,0.0285,0.051
10.71748,0.3765,0.021,0.018
10.727247,0.3705,0.0105,-0.0015
10.737014,0.363,-0.0075,-0.027
10.746781,0.342,-0.0135,-0.0195
10.756549,0.3375,-0.003,-0.021
10.766316,0.3285,-0.006,0.0105
10.776083,0.3405,0.012,0.033
10.78585,0.3465,0.0285,0.0525
10.795617,0.366,0.0315,0.0615
10.805384,0.3795,0.0375,0.048
10.815151,0.3855,0.027,0.03
10.824919,0.378,0.0105,-0.003
10.834686,0.3645,0.0015,-0.015
10.844453,0.3495,-0.006,-0.0195
10.85422,0.3375,-0.0045,-0.018
10.863987,0.33,-0.003,0.0075
10.873754,0.3225,0.009,0.0315
10.883521,0.348,0.0225,0.0465
10.893289,0.363,0.039,0.0555
10.903056,0.378,0.027,0.0495
10.91282,0.3825,0.018,0.027
10.922585,0.378,0.0135,0.006
10.932349,0.3735,0.0,-0.0105
10.942114,0.354,-0.003,-0.021
10.951878,0.3285,-0.009,-0.015
10.961643,0.336,-0.009,0.0
10.971408,0.321,0.0135,0.0315
10.981172,0.3555,0.0195,0.0465
10.990937,0.3585,0.0465,0.0645
11.000701,0.3735,0.039,0.057
11.010466,0.3825,0.0225,0.033
11.02023,0.384,0.0105,0.0105
11.029995,0.366,-0.006,-0.012
11.039759,0.3525,-0.012,-0.024
11.049524,0.342,-0.0075,-0.0135
11.059289,0.3285,-0.006,-0.0015
11.069053,0.333,0.0135,0.021
11.078818,0.3435,0.0285,0.048
11.088582,0.3495,0.033,0.0525
11.098347,0.375,0.036,0.0525
11.108111,0.372,0.0255,0.033
11.117876,0.3795,0.0105,0.015
11.127641,0.3675,0.003,-0.0105
11.137405,0.3525,-0.015,-0.024
11.14717,0.339,-0.009,-0.0165
11.156934,0.3255,-0.0045,-0.0045
11.166699,0.3375,0.0045,0.0165
11.176463,0.3375,0.027,0.0495
11.186228,0.354,0.0375,0.066
11.195992,0.372,0.0315,0.054
11.205757,0.3855,0.0345,0.033
11.215522,0.381,0.012,0.012
11.225286,0.372,-0.0015,-0.009
11.235051,0.363,-0.0135,-0.018
11.244815,0.3435,-0.0105,-0.018
11.25458,0.3315,-0.0075,-0.0135
11.264344,0.33,0.0075,0.0225
11.274109,0.339,0.0165,0.036
11.283873,0.3555,0.0315,0.057
11.293638,0.369,0.0315,0.0525
11.303403,0.39,0.0315,0.042
11.313167,0.381,0.0225,0.0195
11.322932,0.3825,-0.0015,-0.0105
11.332696,0.3585,-0.0075,-0.024
11.342461,0.3465,-0.0075,-0.018
11.352225,0.327,-0.012,-0.012
11.36199,0.333,0.0045,0.021
11.371754,0.327,0.0165,0.036
11.381519,0.3585,0.0315,0.06
11.391284,0.36,0.039,0.057
11.401048,0.384,0.0435,0.051
11.410813,0.378,0.021,0.0195
11.420577,0.384,0.003,0.0045
11.430342,0.366,0.0045,-0.0195
11.440106,0.342,-0.003,-0.024
11.449871,0.3285,-0.0075,-0.006
11.459635,0.3345,-0.006,0.012
11.4694,0.3315,0.0165,0.036
11.479165,0.351,0.0315,0.0465
11.488929,0.366,0.0345,0.0555
11.498694,0.3855,0.0405,0.051
11.508458,0.3825,0.027,0.027
11.518223,0.387,0.003,0.003
11.527987,0.366,-0.012,-0.021
11.537752,0.3495,-0.0105,-0.0195
11.547516,0.3315,-0.0105,-0.015
11.557281,0.33,0.0015,0.012
11.567046,0.324,0.012,0.03
11.57681,0.3405,0.024,0.045
11.586575,0.363,0.0315,0.0585
11.596339,0.381,0.039,0.0495
11.606104,0.3795,0.0225,0.0255
11.615868,0.3825,0.009,-0.0045
11.625633,0.3675,-0.0075,-0.015
11.635397,0.354,-0.0195,-0.0225
11.645162,0.333,-0.018,-0.021
11.654927,0.3315,-0.0075,0.0075
11.664691,0.3345,0.006,0.0315
11.674456,0.3495,0.021,0.0405
11.68422,0.3645,0.03,0.057
11.693985,0.3705,0.0375,0.0435
11.703749,0.378,0.0285,0.033
11.713514,0.3795,0.015,0.003
11.723278,0.366,0.0015,-0.015
11.733043,0.3555,-0.0135,-0.0165
11.742808,0.3375,-0.0105,-0.015
11.752572,0.3405,0.0,0.0
11.762337,0.3255,0.009,0.0285
11.772101,0.3465,0.024,0.0465
11.781866,0.363,0.0345,0.054
11.79163,0.3705,0.03,0.054
11.801395,0.3855,0.0315,0.036
11.811159,0.3795,0.021,0.003
11.820924,0.375,-0.009,-0.0135
11.830689,0.351,-0.0105,-0.021
11.840453,0.3435,-0.0135,-0.0225
11.850218,0.3375,-0.012,-0.0045
11.859982,0.327,0.0045,0.027
11.869747,0.342,0.0165,0.0465
11.879511,0.357,0.033,0.063
11.889279,0.363,0.033,0.054
11.899046,0.378,0.027,0.0345
11.908814,0.372,0.018,0.012
11.918581,0.372,0.006,-0.0105
11.928349,0.3495,-0.0015,-0.0195
11.938116,0.336,-0.012,-0.0135
11.947884,0.324,-0.012,-0.0015
11.957651,0.327,0.012,0.0195
11.967419,0.342,0.0165,0.045
11.977186,0.348,0.036,0.0555
11.986954,0.3705,0.033,0.0645
11.996721,0.381,0.0375,0.0435
12.006489,0.3825,0.018,0.0165
12.016256,0.3735,0.006,0.003
12.026023,0.3675,-0.0045,-0.0225
12.035791,0.3435,-0.009,-0.0195
12.045558,0.333,-0.0165,-0.0045
12.055326,0.3255,0.012,0.0195
12.065093,0.3435,0.0255,0.0465
12.074861,0.3555,0.0255,0.057
