Time,A_x [g],A_y [g],A_z [g]
5.000592,0.0,0.795328,0.46784
5.001328,0.0,0.795328,0.46784
5.002064,0.0,0.748544,0.46784
5.0028,0.0,0.795328,0.514624
5.003536,0.046784,0.795328,0.46784
5.004272,0.046784,0.795328,0.46784
5.005008,0.0,0.795328,0.421056
5.005744,0.046784,0.795328,0.46784
5.00648,0.0,0.748544,0.46784
5.007216,0.046784,0.795328,0.46784
5.007952,0.046784,0.795328,0.46784
5.008688,0.0,0.842112,0.46784
5.009424,0.046784,0.795328,0.46784
5.01016,0.046784,0.748544,0.46784
5.010896,0.0,0.748544,0.46784
5.011632,0.0,0.748544,0.46784
5.012368,0.0,0.748544,0.46784
5.013104,0.0,0.748544,0.514624
5.01384,0.0,0.795328,0.46784
5.014576,0.0,0.795328,0.46784
5.015312,0.0,0.795328,0.421056
5.016048,0.0,0.842112,0.46784
5.016784,0.0,0.795328,0.46784
5.01752,0.0,0.795328,0.46784
5.018256,0.0,0.795328,0.46784
5.018992,0.046784,0.795328,0.46784
5.019728,0.0,0.795328,0.46784
5.020464,0.0,0.842112,0.46784
5.0212,-0.046784,0.795328,0.46784
5.021936,0.0,0.795328,0.514624
5.022672,0.0,0.795328,0.514624
5.023408,0.0,0.842112,0.514624
5.024144,0.0,0.842112,0.514624
5.02488,0.046784,0.842112,0.514624
5.025616,0.0,0.842112,0.514624
5.026352,0.0,0.842112,0.46784
5.027088,0.0,0.795328,0.46784
5.027824,0.0,0.795328,0.421056
5.02856,0.0,0.842112,0.46784
5.029296,0.0,0.842112,0.514624
5.030032,0.0,0.842112,0.514624
5.030768,0.0,0.842112,0.514624
5.031504,0.0,0.795328,0.561408
5.03224,0.0,0.795328,0.561408
5.032976,0.0,0.795328,0.514624
5.033712,0.0,0.842112,0.514624
5.034448,0.0,0.842112,0.514624
5.035184,0.0,0.795328,0.514624
5.03592,0.0,0.842112,0.514624
5.036656,0.046784,0.795328,0.514624
5.037392,0.0,0.795328,0.514624
5.038128,0.046784,0.748544,0.46784
5.038864,0.0,0.748544,0.514624
5.0396,0.0,0.748544,0.514624
5.040336,0.0,0.795328,0.514624
5.041072,0.0,0.842112,0.46784
5.041808,0.0,0.842112,0.46784
5.042544,0.0,0.842112,0.46784
5.04328,0.0,0.795328,0.514624
5.044016,0.0,0.842112,0.46784
5.044752,-0.046784,0.842112,0.514624
5.045488,0.046784,0.888896,0.514624
5.046224,0.046784,0.842112,0.514624
5.04696,0.046784,0.842112,0.46784
5.047696,0.046784,0.842112,0.514624
5.048432,0.046784,0.842112,0.46784
5.049168,0.0,0.842112,0.514624
5.049904,-0.046784,0.842112,0.561408
5.05064,-0.046784,0.842112,0.514624
5.051376,0.0,0.842112,0.514624
5.052112,0.0,0.842112,0.514624
5.052848,0.0,0.842112,0.514624
5.053584,0.0,0.842112,0.514624
5.05432,0.0,0.842112,0.46784
5.055056,0.0,0.842112,0.46784
5.055792,-0.046784,0.842112,0.514624
5.056528,-0.046784,0.842112,0.514624
5.057264,0.0,0.842112,0.46784
5.058,0.0,0.842112,0.46784
5.058736,0.0,0.842112,0.514624
5.059472,-0.046784,0.795328,0.46784
5.060208,-0.046784,0.795328,0.46784
5.060944,0.0,0.842112,0.46784
5.06168,0.0,0.842112,0.46784
5.062416,-0.046784,0.842112,0.46784
5.063152,-0.046784,0.842112,0.46784
5.063888,0.0,0.842112,0.514624
5.064624,0.0,0.842112,0.561408
5.06536,-0.046784,0.842112,0.514624
5.066096,0.0,0.842112,0.46784
5.066832,0.0,0.795328,0.514624
5.067568,0.0,0.842112,0.46784
5.068304,-0.046784,0.842112,0.514624
5.06904,0.0,0.795328,0.46784
5.069776,0.046784,0.842112,0.46784
5.070512,0.0,0.795328,0.421056
5.071248,0.0,0.795328,0.46784
5.071984,0.0,0.795328,0.514624
5.07272,0.0,0.842112,0.46784
5.073456,0.0,0.842112,0.514624
5.074192,0.0,0.842112,0.46784
5.074928,0.046784,0.842112,0.46784
5.075664,0.0,0.842112,0.514624
5.0764,-0.046784,0.795328,0.514624
5.077136,0.0,0.795328,0.46784
5.077872,0.0,0.795328,0.421056
5.078608,0.0,0.842112,0.46784
5.079344,0.0,0.842112,0.46784
5.08008,0.0,0.795328,0.421056
5.080816,0.0,0.795328,0.421056
5.081552,0.0,0.842112,0.421056
5.082288,0.0,0.842112,0.46784
5.083024,-0.046784,0.795328,0.46784
5.08376,0.0,0.842112,0.514624
5.084496,-0.046784,0.748544,0.46784
5.085232,-0.046784,0.795328,0.46784
5.085968,0.0,0.795328,0.46784
5.086704,0.046784,0.748544,0.46784
5.08744,0.046784,0.795328,0.46784
5.088176,0.046784,0.842112,0.421056
5.088912,0.046784,0.795328,0.421056
5.089648,0.0,0.748544,0.46784
5.090384,0.046784,0.748544,0.46784
5.09112,0.0,0.795328,0.46784
5.091856,0.0,0.748544,0.421056
5.092592,0.046784,0.748544,0.46784
5.093328,-0.046784,0.795328,0.514624
5.094064,-0.046784,0.795328,0.514624
5.0948,-0.046784,0.795328,0.514624
5.095536,0.0,0.795328,0.514624
5.096272,0.0,0.842112,0.514624
5.097008,0.046784,0.795328,0.46784
5.097744,0.0,0.795328,0.514624
5.09848,0.0,0.795328,0.46784
5.099216,0.0,0.795328,0.46784
5.099952,0.0,0.795328,0.46784
5.100688,0.0,0.795328,0.421056
5.101424,0.046784,0.795328,0.421056
5.10216,0.046784,0.795328,0.421056
5.102896,0.0,0.842112,0.421056
5.103632,0.046784,0.795328,0.46784
5.104368,0.0,0.795328,0.514624
5.105104,0.046784,0.795328,0.46784
5.10584,0.046784,0.795328,0.514624
5.106576,0.046784,0.795328,0.46784
5.107312,0.046784,0.748544,0.561408
5.108048,0.046784,0.795328,0.608192
5.108784,0.046784,0.842112,0.561408
5.10952,0.0,0.795328,0.514624
5.110256,0.0,0.842112,0.561408
5.110992,0.046784,0.842112,0.561408
5.111728,0.0,0.795328,0.514624
5.112464,0.0,0.842112,0.561408
5.1132,-0.046784,0.842112,0.561408
5.113936,0.0,0.795328,0.46784
5.114672,0.0,0.888896,0.46784
5.115409,-0.046784,0.888896,0.46784
5.116145,0.0,0.795328,0.46784
5.116881,0.0,0.795328,0.46784
5.117617,0.0,0.795328,0.46784
5.118353,0.0,0.842112,0.46784
5.119089,0.0,0.795328,0.46784
5.119825,0.0,0.842112,0.46784
5.120561,0.0,0.842112,0.514624
5.121297,0.0,0.888896,0.514624
5.122033,-0.046784,0.842112,0.514624
5.122769,-0.046784,0.842112,0.514624
5.123505,0.0,0.842112,0.561408
5.124241,0.0,0.888896,0.514624
5.124977,0.0,0.842112,0.46784
5.125713,0.046784,0.842112,0.514624
5.126449,0.0,0.795328,0.514624
5.127185,-0.046784,0.842112,0.46784
5.127921,0.0,0.842112,0.46784
5.128657,-0.046784,0.842112,0.46784
5.129393,0.0,0.842112,0.514624
5.130129,0.0,0.842112,0.514624
5.130865,0.0,0.842112,0.514624
5.131601,0.0,0.842112,0.514624
5.132337,-0.046784,0.842112,0.514624
5.133073,-0.046784,0.842112,0.514624
5.133809,0.0,0.795328,0.514624
5.134545,-0.046784,0.842112,0.46784
5.135281,0.0,0.795328,0.421056
5.136017,-0.046784,0.795328,0.46784
5.136753,-0.046784,0.795328,0.561408
5.137489,-0.046784,0.842112,0.514624
5.138225,0.0,0.795328,0.514624
5.138961,0.046784,0.795328,0.514624
5.139697,0.0,0.795328,0.46784
5.140433,0.0,0.795328,0.46784
5.141169,0.046784,0.795328,0.46784
5.141905,0.0,0.795328,0.514624
5.142641,-0.046784,0.842112,0.514624
5.143377,0.0,0.795328,0.46784
5.144113,0.046784,0.795328,0.46784
5.144849,0.0,0.795328,0.514624
5.145585,0.0,0.795328,0.46784
5.146321,0.0,0.795328,0.421056
5.147057,-0.046784,0.795328,0.421056
5.147793,0.0,0.795328,0.46784
5.148529,0.0,0.795328,0.421056
5.149265,0.046784,0.795328,0.46784
5.150001,0.0,0.748544,0.46784
5.150737,0.0,0.795328,0.514624
5.151473,0.0,0.795328,0.46784
5.152209,0.0,0.795328,0.46784
5.152945,0.0,0.748544,0.46784
5.153681,0.046784,0.795328,0.514624
5.154417,0.093568,0.795328,0.514624
5.155153,0.046784,0.795328,0.514624
5.155889,0.046784,0.795328,0.46784
5.156625,0.0,0.795328,0.46784
5.157361,0.0,0.795328,0.514624
5.158097,0.046784,0.795328,0.46784
5.158833,0.0,0.795328,0.46784
5.159569,0.0,0.795328,0.46784
5.160305,0.0,0.842112,0.46784
5.161041,0.0,0.795328,0.46784
5.161777,0.046784,0.795328,0.514624
5.162513,0.0,0.795328,0.514624
5.163249,0.0,0.795328,0.46784
5.163985,0.0,0.795328,0.514624
5.164721,0.0,0.795328,0.46784
5.165457,0.046784,0.795328,0.46784
5.166193,0.046784,0.795328,0.514624
5.166929,-0.046784,0.795328,0.514624
5.167665,0.0,0.842112,0.46784
5.168401,0.0,0.842112,0.514624
5.169137,0.0,0.842112,0.514624
5.169873,0.0,0.842112,0.514624
5.170609,0.0,0.795328,0.514624
5.171345,0.0,0.795328,0.46784
5.172081,0.0,0.888896,0.514624
5.172817,0.0,0.842112,0.514624
5.173553,0.0,0.842112,0.514624
5.174289,0.0,0.842112,0.514624
5.175025,0.0,0.795328,0.514624
5.175761,0.0,0.795328,0.514624
5.176497,0.0,0.842112,0.514624
5.177233,0.0,0.842112,0.514624
5.177969,-0.046784,0.795328,0.46784
5.178705,0.0,0.842112,0.46784
5.179441,0.0,0.842112,0.46784
5.180177,0.046784,0.842112,0.46784
5.180913,0.0,0.842112,0.46784
5.181649,0.0,0.888896,0.46784
5.182385,0.0,0.842112,0.46784
5.183121,0.0,0.842112,0.514624
5.183857,0.0,0.795328,0.514624
5.184593,0.0,0.842112,0.514624
5.185329,-0.046784,0.842112,0.46784
5.186065,-0.046784,0.888896,0.46784
5.186801,-0.046784,0.842112,0.46784
5.187537,-0.046784,0.842112,0.514624
