Time,M_x [gauss],M_y [gauss],M_z [gauss]
12.122398,0.339,0.015,0.0375
12.132166,0.372,0.0345,0.027
12.141934,0.3555,0.0,-0.018
12.151702,0.327,0.0045,0.015
12.16147,0.3525,0.0315,0.0465
12.171237,0.372,0.018,-0.006
12.181005,0.342,-0.003,0.003
12.190773,0.342,0.018,0.048
12.200541,0.378,0.027,0.0285
12.210309,0.3525,0.0,-0.009
12.220076,0.3285,0.0045,0.024
12.229844,0.363,0.033,0.0465
12.239612,0.3705,0.0015,-0.0045
12.24938,0.3315,-0.009,0.006
12.259148,0.345,0.033,0.0495
12.268915,0.3765,0.03,0.0105
12.278683,0.351,-0.018,-0.0045
12.288451,0.333,0.0135,0.039
12.298219,0.378,0.0285,0.033
12.307987,0.3675,0.003,-0.0105
12.317754,0.3315,-0.006,0.0135
12.327522,0.357,0.03,0.0555
12.33729,0.3735,0.0105,0.009
12.347058,0.339,-0.0045,-0.009
12.356826,0.342,0.0195,0.048
12.366593,0.3795,0.0225,0.033
12.376361,0.357,-0.0045,-0.012
12.386129,0.333,0.0075,0.03
12.395897,0.3645,0.03,0.0465
12.405665,0.3675,0.015,-0.0075
12.415432,0.327,-0.0015,0.003
12.4252,0.3495,0.027,0.0495
12.434968,0.375,0.0225,0.0135
12.444736,0.354,-0.0075,-0.0075
12.454504,0.339,0.009,0.039
12.464272,0.372,0.0315,0.033
12.474039,0.3555,0.0045,-0.0105
12.483807,0.327,-0.006,0.0165
12.493575,0.3555,0.03,0.0465
12.503343,0.3765,0.0105,0.0135
12.513111,0.3465,-0.0105,-0.0045
12.522878,0.342,0.018,0.039
12.532646,0.3795,0.0285,0.0285
12.542414,0.357,-0.0015,-0.012
12.552182,0.3345,0.003,0.021
12.56195,0.357,0.027,0.045
12.571717,0.375,0.018,-0.0015
12.581485,0.3345,-0.0075,-0.003
12.591253,0.3465,0.0195,0.051
12.601021,0.378,0.018,0.0195
12.610789,0.3465,-0.0045,-0.0165
12.620556,0.3345,0.0045,0.039
12.630324,0.3645,0.021,0.0435
12.640092,0.3645,0.003,-0.0015
12.64986,0.333,0.0015,0.018
12.659628,0.3585,0.03,0.0495
12.669395,0.375,0.012,0.0075
12.679163,0.348,-0.0075,-0.0105
12.688931,0.3345,0.018,0.048
12.698699,0.372,0.0195,0.03
12.708467,0.3555,0.0,-0.015
12.718234,0.3315,0.0045,0.03
12.728002,0.3645,0.033,0.051
12.73777,0.375,0.003,-0.0015
12.747538,0.333,-0.0045,-0.003
12.757306,0.3495,0.0195,0.054
12.767073,0.3765,0.0225,0.0285
12.776841,0.354,-0.012,-0.0165
12.786609,0.333,0.0045,0.033
12.796377,0.372,0.03,0.0405
12.806145,0.3675,0.009,-0.006
12.815912,0.3255,-0.003,0.009
12.82568,0.3435,0.021,0.0555
12.835448,0.3705,0.015,0.0075
12.845216,0.3465,-0.0075,-0.0105
12.854984,0.3345,0.021,0.0405
12.864748,0.372,0.0315,0.039
12.874513,0.3645,0.0105,-0.012
12.884277,0.3315,0.0045,0.006
12.894042,0.3615,0.0255,0.048
12.903807,0.372,0.0075,-0.0045
12.913571,0.3345,-0.0015,-0.0015
12.923336,0.36,0.018,0.0495
12.9331,0.3735,0.024,0.0135
12.942865,0.3585,0.0,-0.021
12.95263,0.339,0.0105,0.0285
12.962394,0.3675,0.0285,0.0405
12.972159,0.369,0.0015,-0.0045
12.981923,0.3285,0.0,0.012
12.991688,0.3555,0.0225,0.0435
13.001453,0.3735,0.0225,0.012
13.011217,0.348,-0.0075,-0.0135
13.020982,0.3375,0.006,0.0375
13.030746,0.3795,0.0285,0.0405
13.040511,0.3645,0.003,-0.0135
13.050276,0.3375,0.009,0.021
13.06004,0.36,0.033,0.042
13.069805,0.3765,0.0135,0.0
13.079569,0.342,0.0,0.0
13.089334,0.3405,0.021,0.054
13.099099,0.3735,0.0225,0.0285
13.108863,0.3615,-0.0015,-0.015
13.118628,0.324,0.006,0.024
13.128392,0.372,0.024,0.0465
13.138157,0.3735,0.0075,-0.0075
13.147921,0.3315,0.0,0.012
13.157686,0.345,0.024,0.048
13.167451,0.372,0.0255,0.0135
13.177215,0.345,-0.0045,-0.0105
13.18698,0.3405,0.0075,0.0465
13.196744,0.3765,0.0345,0.0435
13.206509,0.3555,-0.0045,-0.0045
13.216274,0.333,0.0,0.012
13.226038,0.3585,0.0285,0.048
13.235803,0.3705,0.012,0.0135
13.245567,0.3465,-0.0075,-0.0015
13.255332,0.3285,0.0285,0.0435
13.265097,0.3825,0.021,0.0315
13.274861,0.354,-0.0045,-0.012
13.284626,0.3315,0.0045,0.036
13.29439,0.3645,0.033,0.045
13.304155,0.372,0.006,-0.0015
13.31392,0.333,0.0015,-0.003
13.323684,0.3525,0.027,0.0435
13.333449,0.372,0.018,0.0195
13.343213,0.3525,-0.0105,-0.0045
13.352978,0.324,0.015,0.0345
13.362742,0.375,0.0375,0.0435
13.372507,0.3555,0.0045,-0.0105
13.382272,0.324,0.0075,0.0135
13.392036,0.357,0.0255,0.051
13.401801,0.372,0.018,0.0075
13.411565,0.3375,-0.006,-0.0015
13.42133,0.336,0.021,0.0465
13.431095,0.381,0.0315,0.033
13.440859,0.3555,-0.006,-0.021
13.450624,0.3225,0.0075,0.0195
13.460388,0.363,0.03,0.045
13.470153,0.378,0.0045,-0.0075
13.479918,0.3375,-0.0105,-0.003
13.489682,0.345,0.024,0.0525
13.499447,0.375,0.0315,0.018
13.509211,0.345,-0.0015,-0.006
13.518976,0.327,0.015,0.0345
13.528741,0.366,0.0225,0.045
13.538505,0.3705,0.0015,-0.0135
13.54827,0.3255,-0.0075,0.006
13.558034,0.3495,0.0285,0.0555
13.567799,0.3735,0.0195,0.009
13.577563,0.342,-0.0135,-0.0105
13.587328,0.3345,0.0165,0.054
13.597093,0.3825,0.0255,0.045
13.606857,0.354,0.006,-0.0075
13.616622,0.324,0.0045,0.0255
13.626386,0.36,0.033,0.051
13.636151,0.372,0.018,-0.003
13.645916,0.336,0.0,-0.0015
13.65568,0.345,0.024,0.0405
13.665445,0.384,0.0225,0.0135
13.675209,0.354,-0.006,-0.015
13.684974,0.336,0.0075,0.0375
13.694739,0.3705,0.027,0.048
13.704503,0.369,0.006,-0.0105
13.714268,0.3315,-0.0015,0.015
13.724032,0.354,0.027,0.0525
13.733797,0.375,0.018,0.012
13.743562,0.3465,-0.0075,-0.0075
13.753326,0.333,0.018,0.033
13.763091,0.372,0.03,0.039
13.772855,0.351,-0.0015,-0.0105
13.78262,0.336,-0.006,0.0225
13.792385,0.3525,0.0285,0.0525
13.802149,0.3765,0.0165,0.0
13.811914,0.3405,-0.0105,-0.0045
13.821678,0.3435,0.0225,0.048
13.831443,0.372,0.027,0.033
13.84121,0.357,-0.0015,-0.018
13.850978,0.3285,0.006,0.0345
13.860745,0.3645,0.027,0.0405
13.870513,0.366,-0.0045,-0.009
13.88028,0.336,-0.003,0.0075
13.890048,0.3435,0.024,0.0525
13.899815,0.372,0.024,0.0135
13.909583,0.351,-0.0075,-0.0045
13.91935,0.336,0.0105,0.036
13.929118,0.369,0.03,0.042
13.938885,0.363,-0.009,-0.0105
13.948653,0.3315,-0.006,0.0225
13.95842,0.3555,0.0315,0.0555
13.968188,0.369,0.009,0.0
13.977955,0.336,-0.009,-0.0105
13.987723,0.3375,0.0195,0.051
13.99749,0.3675,0.027,0.027
14.007258,0.3525,-0.0075,-0.012
14.017025,0.3375,0.0015,0.0285
14.026793,0.363,0.024,0.0465
14.03656,0.372,0.0015,-0.012
14.046328,0.3315,-0.0045,0.0
14.056095,0.354,0.027,0.0435
14.065862,0.3735,0.018,0.018
14.07563,0.3465,0.0015,-0.0045
14.085397,0.3285,0.0105,0.039
14.095165,0.369,0.021,0.042
14.104932,0.369,-0.0015,-0.009
14.1147,0.3315,-0.009,0.015
14.124467,0.36,0.0315,0.0465
14.134235,0.3705,0.0225,0.009
14.144002,0.3465,0.0015,0.0
14.15377,0.336,0.012,0.0495
14.163537,0.3735,0.0285,0.033
14.173305,0.3555,-0.003,-0.0195
14.183072,0.336,0.009,0.0285
14.19284,0.3615,0.027,0.048
14.202607,0.3795,0.0105,-0.0015
14.212375,0.327,0.0015,0.003
14.222142,0.3495,0.021,0.0525
14.23191,0.3795,0.018,0.027
14.241677,0.3525,-0.006,-0.021
14.251445,0.333,0.009,0.039
14.261212,0.3705,0.033,0.0375
14.27098,0.3615,0.0015,-0.015
14.280747,0.333,-0.006,0.0165
14.290515,0.351,0.024,0.0555
14.300282,0.378,0.0195,0.006
14.31005,0.3495,-0.0045,-0.006
14.319817,0.336,0.0165,0.0375
14.329585,0.3645,0.03,0.0255
14.339352,0.3615,0.0045,-0.0165
14.34912,0.3285,0.009,0.0225
14.358887,0.366,0.027,0.045
14.368654,0.369,0.015,0.0
14.378422,0.3375,-0.006,0.0015
14.388189,0.3435,0.024,0.0525
14.397957,0.378,0.027,0.0225
14.407724,0.3525,-0.012,-0.012
14.417492,0.3345,0.015,0.0315
14.427259,0.3615,0.0285,0.0375
14.437027,0.3615,0.0045,-0.006
14.446794,0.324,-0.003,0.003
14.456562,0.3555,0.024,0.045
14.466329,0.369,0.0135,0.0165
14.476097,0.3375,-0.0075,-0.012
14.485864,0.3315,0.018,0.0375
14.495632,0.375,0.024,0.039
14.505399,0.366,-0.003,-0.0075
14.515167,0.333,0.0045,0.021
14.524934,0.3615,0.0315,0.048
14.534702,0.3645,0.0045,0.003
14.544469,0.3375,0.003,0.0075
14.554237,0.3465,0.027,0.054
14.564004,0.372,0.021,0.024
14.573772,0.351,-0.0135,-0.012
14.583539,0.3375,0.021,0.0285
14.593307,0.366,0.024,0.045
14.603074,0.366,0.0015,-0.009
14.612842,0.3255,-0.003,0.009
14.622609,0.3585,0.03,0.051
14.632377,0.372,0.0135,0.015
14.642144,0.3495,-0.0165,-0.0075
14.651912,0.3375,0.015,0.042
14.661679,0.378,0.027,0.0315
14.671446,0.3555,-0.0075,-0.015
14.681214,0.3315,-0.0015,0.0255
14.690981,0.3585,0.036,0.048
14.700749,0.3735,0.0135,0.0015
14.710516,0.3375,-0.009,0.003
14.720284,0.3435,0.021,0.045
14.730051,0.3825,0.021,0.0255
14.739819,0.351,0.0015,-0.0195
14.749586,0.3285,0.003,0.036
14.759354,0.372,0.033,0.051
14.769121,0.3675,0.015,-0.0075
14.778889,0.339,-0.0075,0.012
14.788656,0.3465,0.0255,0.054
14.798424,0.3765,0.009,0.0105
14.808191,0.3435,-0.006,-0.009
14.817956,0.3405,0.0165,0.039
14.827721,0.3765,0.027,0.036
14.837486,0.3585,0.009,-0.0135
14.847251,0.333,-0.0045,0.0135
14.857016,0.36,0.03,0.048
14.866781,0.369,0.012,0.0
14.876546,0.3375,-0.003,-0.009
14.88631,0.345,0.0195,0.051
14.896075,0.3765,0.024,0.033
14.90584,0.3555,-0.0015,-0.0075
14.915605,0.3255,0.009,0.027
14.92537,0.3645,0.0285,0.0555
14.935135,0.3675,0.0075,-0.0015
14.9449,0.339,-0.006,0.006
14.954665,0.348,0.0285,0.045
14.96443,0.372,0.0165,0.0255
14.974194,0.345,-0.0045,-0.012
14.983959,0.333,0.0075,0.03
14.993724,0.3675,0.03,0.039
15.003489,0.3735,0.006,-0.0105
15.013254,0.3285,0.0,0.0165
15.023019,0.36,0.0285,0.0525
15.032784,0.3765,0.0135,0.0075
15.042549,0.348,-0.0105,-0.003
15.052314,0.3435,0.0165,0.051
15.062079,0.3765,0.0315,0.0285
15.071843,0.3495,-0.0045,-0.0105
15.081608,0.3315,0.006,0.033
15.091373,0.3585,0.0255,0.042
15.101138,0.3765,0.015,-0.0015
15.110903,0.3315,0.003,0.0045
15.120668,0.339,0.024,0.042
15.130433,0.3765,0.0195,0.024
15.140198,0.3465,-0.006,-0.0105
15.149963,0.333,0.0105,0.0375
15.159727,0.3645,0.03,0.039
15.169492,0.36,0.003,-0.009
15.179257,0.339,0.003,0.0165
15.189022,0.357,0.0255,0.0555
15.198787,0.3735,0.0165,0.009
15.208552,0.3435,-0.0045,-0.0015
15.218317,0.3315,0.021,0.0465
15.228082,0.3765,0.027,0.033
15.237847,0.3615,-0.0075,-0.0135
15.247612,0.3285,0.003,0.03
15.257376,0.3675,0.024,0.0495
15.267141,0.3705,0.006,-0.006
15.276906,0.342,-0.0045,-0.003
15.286671,0.348,0.024,0.051
15.296436,0.381,0.012,0.015
15.306201,0.3495,-0.0135,-0.009
15.315966,0.3345,0.0135,0.0345
15.325731,0.3765,0.0315,0.0345
15.335496,0.369,0.009,-0.018
15.34526,0.3315,-0.0075,0.0135
15.355025,0.3495,0.0255,0.0495
15.36479,0.3795,0.018,0.0045
15.374555,0.3435,-0.012,-0.012
15.38432,0.3255,0.0165,0.045
15.394085,0.3795,0.0255,0.024
15.40385,0.3615,0.0015,-0.0075
15.413615,0.3255,0.0015,0.0255
15.42338,0.369,0.0285,0.0435
15.433145,0.3735,0.0135,-0.006
15.442909,0.339,0.003,-0.009
15.452674,0.342,0.0165,0.0495
15.462439,0.384,0.021,0.021
15.472204,0.3465,0.0,-0.0105
15.481969,0.3375,0.0075,0.036
15.491734,0.3645,0.0225,0.045
15.501499,0.372,0.006,-0.009
15.511264,0.3315,0.0015,0.0135
15.521029,0.3495,0.0285,0.057
15.530793,0.3735,0.0165,0.012
15.540558,0.342,-0.006,-0.0045
15.550323,0.336,0.0135,0.0435
15.560088,0.3735,0.027,0.0345
15.569853,0.36,0.0015,-0.0165
15.579618,0.3315,0.0,0.021
15.589383,0.3615,0.0315,0.0495
15.599148,0.375,0.0105,0.0
15.608913,0.3435,0.003,-0.0015
15.618677,0.3465,0.0255,0.048
15.628442,0.375,0.03,0.0135
15.638207,0.3585,-0.009,-0.0075
15.647972,0.33,0.0075,0.033
15.657737,0.366,0.0315,0.0495
15.667502,0.366,0.0075,-0.0135
15.677267,0.339,-0.003,0.0075
15.687032,0.345,0.03,0.0525
15.696797,0.3795,0.018,0.0105
15.706562,0.357,-0.009,-0.0135
15.716326,0.333,0.018,0.0405
15.726091,0.369,0.024,0.0375
15.735856,0.36,0.0015,-0.018
15.745621,0.3285,0.006,0.0195
15.755386,0.3645,0.0285,0.048
15.765151,0.378,0.0,0.003
15.774916,0.3435,-0.0075,-0.009
15.784681,0.339,0.0135,0.0435
15.794449,0.3735,0.018,0.024
15.804218,0.3555,-0.009,-0.009
15.813986,0.3315,-0.003,0.0285
15.823755,0.3765,0.0285,0.045
15.833523,0.3675,0.0045,-0.0195
15.843292,0.336,-0.0015,0.0015
15.85306,0.3435,0.0255,0.045
15.862829,0.384,0.0195,0.0195
15.872597,0.3435,-0.0015,-0.009
15.882366,0.3315,0.012,0.0405
15.892134,0.363,0.03,0.036
15.901903,0.3615,0.0015,-0.012
15.911671,0.3315,-0.0045,0.015
15.92144,0.357,0.024,0.045
15.931208,0.3735,0.0165,0.0015
15.940976,0.339,0.0015,-0.006
15.950745,0.3375,0.0225,0.0465
15.960513,0.387,0.027,0.0255
15.970282,0.3525,-0.006,-0.012
15.98005,0.3315,0.0045,0.0195
15.989819,0.3615,0.0285,0.045
15.999587,0.369,0.009,0.0
16.009356,0.3315,0.0,0.0045
16.019124,0.351,0.021,0.048
16.028893,0.3645,0.0225,0.018
16.038661,0.3465,-0.003,-0.006
16.04843,0.333,0.015,0.0375
16.058198,0.369,0.0315,0.042
16.067967,0.3675,0.0075,-0.012
16.077735,0.3285,0.0,0.0135
16.087504,0.36,0.0285,0.06
16.097272,0.378,0.021,0.0075
16.107041,0.336,-0.006,0.0
16.116809,0.339,0.0195,0.042
16.126578,0.3795,0.027,0.0375
16.136346,0.3675,-0.0015,0.0
16.146115,0.3315,-0.0015,0.024
16.155883,0.3645,0.0345,0.0585
16.165652,0.3735,0.012,0.003
16.17542,0.3435,-0.0075,0.003
16.185189,0.3435,0.0255,0.045
16.194957,0.3765,0.0195,0.021
16.204726,0.3555,-0.0045,-0.0075
16.214494,0.3375,0.0045,0.0405
16.224263,0.3645,0.03,0.039
16.234031,0.357,0.006,-0.006
16.2438,0.3345,-0.009,0.009
16.253568,0.348,0.0315,0.045
16.263337,0.3825,0.012,0.0135
16.273105,0.3465,-0.006,-0.006
16.282874,0.342,0.0105,0.039
16.292642,0.363,0.0225,0.0285
16.30241,0.366,-0.0075,-0.021
16.312179,0.327,-0.0015,0.03
16.321947,0.3585,0.027,0.0465
16.331716,0.3705,0.009,-0.006
16.341484,0.339,-0.0075,0.0015
16.351253,0.3405,0.018,0.048
16.361021,0.375,0.024,0.0195
16.37079,0.3495,-0.0135,-0.0165
16.380558,0.3255,0.006,0.03
16.390327,0.3705,0.024,0.0495
16.400095,0.369,0.0045,-0.0105
16.409864,0.3375,-0.0045,0.0195
16.419632,0.3525,0.0225,0.054
16.429401,0.375,0.015,0.0075
16.439169,0.351,-0.0105,-0.018
16.448938,0.3345,0.0135,0.0405
16.458706,0.3765,0.027,0.033
16.468475,0.3585,0.003,-0.0195
16.478243,0.3285,-0.0045,0.0195
16.488012,0.36,0.03,0.0525
16.49778,0.372,0.0135,-0.0075
16.507549,0.3285,-0.012,-0.006
16.517317,0.339,0.024,0.054
16.527086,0.375,0.027,0.03
16.536854,0.351,-0.006,-0.0195
16.546623,0.3315,0.0045,0.03
16.556391,0.3645,0.0315,0.0375
16.56616,0.372,0.003,-0.009
16.575928,0.3375,-0.009,0.0075
16.585697,0.3525,0.0225,0.0525
16.595465,0.375,0.0195,0.015
16.605234,0.3465,-0.0075,-0.0105
16.615002,0.336,0.0105,0.045
16.624771,0.369,0.03,0.0315
16.634539,0.3645,-0.003,-0.009
16.644308,0.3285,0.003,0.0135
16.654076,0.348,0.0285,0.0525
16.663844,0.384,0.0165,0.0015
16.673613,0.339,-0.006,-0.003
16.683381,0.3405,0.0195,0.045
16.69315,0.375,0.0165,0.021
16.702918,0.3675,-0.006,-0.0165
16.712687,0.333,0.0015,0.0375
16.722455,0.3705,0.03,0.0555
16.732224,0.3675,0.0075,-0.003
16.741992,0.3375,-0.0015,0.0015
16.751761,0.3435,0.027,0.054
16.761529,0.3765,0.024,0.012
16.771298,0.348,-0.006,-0.009
16.781067,0.336,0.0165,0.0345
16.790836,0.3645,0.021,0.0435
16.800605,0.3645,0.0,-0.012
16.810374,0.3375,0.0,0.0135
16.820143,0.357,0.0255,0.0435
16.829912,0.3705,0.0165,0.0135
16.839681,0.336,0.0,-0.009
16.84945,0.3495,0.015,0.036
16.859219,0.375,0.024,0.0285
16.868988,0.351,-0.006,-0.0135
16.878758,0.333,0.0015,0.0225
16.888527,0.3525,0.0375,0.048
16.898296,0.3705,0.009,-0.003
16.908065,0.336,-0.0075,0.0075
16.917834,0.345,0.024,0.0495
16.927603,0.372,0.006,0.0105
16.937372,0.348,-0.009,-0.015
16.947141,0.3405,0.0045,0.0375
16.95691,0.366,0.024,0.0405
16.966679,0.366,-0.0015,0.003
16.976448,0.3375,-0.0015,0.012
16.986217,0.3555,0.03,0.051
16.995986,0.3795,0.0195,0.0105
17.005755,0.342,-0.0105,-0.0075
17.015524,0.3465,0.018,0.039
17.025293,0.3645,0.0285,0.0315
17.035062,0.354,-0.006,-0.0135
17.044831,0.33,0.0075,0.027
17.0546,0.3585,0.0345,0.0465
17.064369,0.36,0.0135,-0.003
17.074138,0.333,-0.009,0.0045
17.083907,0.3465,0.024,0.051
17.093676,0.3735,0.021,0.018
17.103445,0.3495,0.0045,-0.0075
17.113214,0.327,0.015,0.0405
17.122983,0.3765,0.03,0.051
17.132752,0.3555,0.006,-0.0015
17.142521,0.342,-0.0015,0.0105
17.15229,0.3495,0.021,0.06
17.162059,0.372,0.0135,0.012
17.171828,0.348,-0.0135,-0.0045
17.181597,0.3495,0.021,0.051
17.191366,0.369,0.024,0.033
17.201135,0.3555,0.003,-0.0075
17.210904,0.3375,-0.003,0.0225
17.220673,0.36,0.0255,0.0465
17.230442,0.3645,0.003,0.0
17.240211,0.336,0.0,0.0
17.24998,0.345,0.021,0.051
17.259749,0.3855,0.0225,0.0255
17.269518,0.351,0.0,-0.0165
17.279287,0.336,0.009,0.0315
17.289056,0.369,0.0225,0.0495
17.298825,0.3765,0.0015,-0.009
17.308594,0.3285,-0.0045,0.006
17.318363,0.357,0.0225,0.0465
17.328132,0.369,0.015,0.0045
17.337901,0.342,-0.012,-0.0105
17.34767,0.342,0.0135,0.0405
17.357439,0.3855,0.027,0.0375
17.367208,0.3645,-0.003,-0.0105
17.376977,0.3315,0.0015,0.018
17.386746,0.3525,0.03,0.054
17.396515,0.375,0.0135,0.0
17.406284,0.33,-0.0105,0.003
17.416053,0.3465,0.027,0.0585
17.425822,0.3735,0.024,0.0225
17.435591,0.357,-0.0075,-0.0165
17.44536,0.3375,0.006,0.0255
17.455129,0.3615,0.03,0.0435
17.464898,0.3675,0.003,-0.0075
17.474667,0.3375,0.003,-0.003
17.484436,0.3495,0.0195,0.0495
17.494205,0.3735,0.0165,0.006
17.503974,0.3435,-0.003,-0.0105
17.513743,0.342,0.0165,0.0435
17.523512,0.3825,0.03,0.0375
17.533281,0.351,0.0045,-0.0165
17.54305,0.342,0.0075,0.021
17.552819,0.3495,0.0345,0.0495
17.562588,0.3765,0.015,0.0135
17.572357,0.342,-0.0105,-0.0075
17.582126,0.3465,0.015,0.0585
17.591895,0.378,0.0255,0.0315
17.601664,0.36,-0.006,-0.0195
17.611433,0.33,0.0015,0.0225
17.621203,0.363,0.0315,0.0495
17.630972,0.3675,0.006,-0.009
17.640741,0.3345,-0.0075,0.0105
17.65051,0.348,0.024,0.0465
17.660279,0.372,0.0225,0.0165
17.670048,0.348,-0.0135,-0.0075
17.679817,0.3345,0.0075,0.0345
17.689586,0.3735,0.0255,0.0345
17.699355,0.366,0.0045,-0.009
17.709124,0.333,-0.0045,0.018
17.718893,0.3525,0.0345,0.0525
17.728662,0.3735,0.0105,-0.0045
17.738431,0.345,-0.006,0.0015
17.748194,0.342,0.021,0.0375
17.757957,0.3705,0.0315,0.0225
17.76772,0.354,-0.003,-0.0165
17.777483,0.3345,0.003,0.0285
17.787246,0.36,0.03,0.0405
17.797009,0.3675,0.006,-0.0075
17.806772,0.3345,0.0,0.0045
17.816535,0.351,0.024,0.051
17.826298,0.372,0.021,0.018
17.836061,0.3465,-0.0015,-0.0135
17.845824,0.339,0.012,0.0405
17.855587,0.3765,0.0375,0.042
17.86535,0.3735,0.006,-0.0075
17.875113,0.3285,-0.003,0.015
17.884876,0.357,0.0195,0.048
17.89464,0.3765,0.021,0.003
17.904403,0.3465,-0.009,-0.009
17.914166,0.3405,0.006,0.0405
17.923929,0.378,0.0345,0.036
17.933692,0.36,-0.0045,-0.0165
17.943455,0.336,0.0015,0.024
17.953218,0.363,0.0285,0.048
17.962981,0.378,0.012,-0.0045
17.972744,0.336,-0.009,-0.0015
17.982507,0.3495,0.0165,0.048
17.99227,0.3765,0.0195,0.027
18.002033,0.36,-0.006,-0.0105
18.011796,0.3345,0.0045,0.0375
18.021559,0.372,0.033,0.045
18.031322,0.3705,0.0045,-0.0045
18.041085,0.3345,-0.003,0.012
18.050848,0.3465,0.027,0.051
18.060611,0.375,0.021,0.009
18.070374,0.339,-0.006,-0.0015
18.080137,0.336,0.0165,0.045
18.089901,0.375,0.024,0.0315
18.099664,0.3555,-0.0045,-0.018
18.109427,0.3285,-0.0075,0.018
18.11919,0.348,0.0315,0.051
18.128953,0.3675,0.0135,0.0015
18.138716,0.3375,-0.0105,-0.0015
18.148479,0.3435,0.0195,0.048
18.158242,0.3735,0.0285,0.0135
18.168005,0.3525,-0.009,-0.0105
18.177768,0.3435,0.0,0.0345
18.187531,0.366,0.0345,0.0435
18.197294,0.366,0.009,-0.003
18.207057,0.333,-0.012,0.006
18.21682,0.3585,0.0225,0.0555
18.226583,0.3735,0.0105,0.006
18.236346,0.342,-0.006,-0.0075
18.246109,0.339,0.0165,0.039
18.255872,0.378,0.0195,0.036
18.265635,0.3675,0.0,-0.0075
18.275399,0.3345,-0.006,0.012
18.285162,0.363,0.0285,0.045
18.294925,0.3795,0.012,0.0105
18.304688,0.3315,-0.0075,-0.0015
18.314451,0.345,0.0165,0.0435
18.324214,0.381,0.021,0.03
18.333977,0.3525,-0.003,-0.0195
18.34374,0.333,0.009,0.027
18.353503,0.363,0.024,0.0405
18.363266,0.375,0.003,-0.006
18.373029,0.333,-0.003,0.009
18.382792,0.354,0.021,0.0435
18.392555,0.372,0.021,0.018
18.402318,0.351,-0.0075,-0.012
18.412081,0.327,0.0105,0.039
18.421844,0.372,0.0255,0.042
18.431607,0.36,-0.003,-0.0165
18.44137,0.3285,0.0,0.0135
18.451133,0.36,0.033,0.051
18.460897,0.3765,0.015,0.006
18.47066,0.336,-0.0165,-0.006
18.480423,0.345,0.021,0.036
18.490186,0.375,0.0165,0.027
18.499949,0.354,-0.006,-0.012
18.509712,0.3315,0.006,0.0255
18.519475,0.366,0.0255,0.054
18.529238,0.3735,0.003,0.0
18.539001,0.3315,0.0,0.0015
18.548764,0.342,0.0225,0.054
18.558527,0.378,0.0255,0.021
18.56829,0.351,-0.0075,-0.0015
18.578053,0.3315,0.006,0.036
18.587816,0.3675,0.0225,0.042
18.597579,0.366,0.0,-0.012
18.607342,0.33,0.0015,0.006
18.617105,0.363,0.024,0.0525
18.626868,0.3825,0.009,0.009
18.636631,0.3465,-0.0075,0.0
18.646395,0.342,0.015,0.0435
18.656158,0.375,0.0255,0.0315
18.665921,0.366,0.0,-0.0165
18.675684,0.333,0.006,0.024
18.685447,0.36,0.024,0.0495
18.69521,0.3735,0.009,0.009
18.704973,0.3405,-0.003,0.0075
18.714736,0.3525,0.0195,0.0495
18.724502,0.3825,0.024,0.018
18.734268,0.351,-0.006,-0.015
18.744034,0.3315,0.009,0.03
18.7538,0.3705,0.0255,0.0315
18.763566,0.369,0.0,-0.0045
18.773333,0.33,-0.0045,0.0075
18.783099,0.357,0.0225,0.0495
18.792865,0.3705,0.0105,0.006
18.802631,0.3555,-0.009,-0.012
18.812397,0.33,0.0195,0.0465
18.822163,0.396,0.0255,0.033
18.831929,0.351,-0.003,-0.009
18.841695,0.3345,0.0045,0.024
18.851461,0.363,0.03,0.0555
18.861228,0.372,0.012,0.003
18.870994,0.3345,-0.0135,-0.003
18.88076,0.3465,0.027,0.048
18.890526,0.3735,0.0315,0.027
18.900292,0.3525,-0.0045,-0.0165
18.910058,0.3405,0.0105,0.0285
18.919824,0.3735,0.0315,0.0405
18.92959,0.366,0.0,-0.012
18.939356,0.3285,-0.006,0.003
18.949122,0.345,0.0255,0.045
18.958889,0.369,0.0195,0.009
18.968655,0.3435,-0.0015,-0.0165
18.978421,0.3405,0.0135,0.042
18.988187,0.3705,0.0225,0.0285
18.997953,0.3615,-0.0045,-0.0105
19.007719,0.33,0.0,0.0165
19.017485,0.36,0.027,0.0495
19.027251,0.375,0.006,0.006
19.037017,0.336,-0.0015,-0.0045
19.046784,0.345,0.012,0.048
19.05655,0.378,0.0345,0.024
19.066316,0.3555,-0.009,-0.0105
19.076082,0.3315,0.006,0.0285
19.085848,0.3645,0.018,0.0405
19.095614,0.375,0.0,-0.0135
19.10538,0.336,0.003,0.012
19.115146,0.36,0.024,0.0465
19.124912,0.3765,0.018,0.012
19.134679,0.348,-0.0045,-0.015
19.144445,0.339,0.0135,0.0405
19.154211,0.378,0.03,0.0405
19.163977,0.366,0.003,-0.015
19.173743,0.336,-0.003,0.0165
19.183509,0.3555,0.0285,0.0585
19.193275,0.3735,0.012,0.003
19.203041,0.3435,-0.009,0.0015
19.212807,0.3435,0.0195,0.051
19.222574,0.3855,0.027,0.021
19.23234,0.3525,0.0045,-0.012
19.242106,0.3405,0.009,0.0315
19.251872,0.36,0.018,0.0435
19.261638,0.366,-0.003,-0.012
19.271404,0.333,-0.003,0.006
