Time,M_x [gauss],M_y [gauss],M_z [gauss]
7.561015,0.2955,-0.099,-0.204
7.570784,0.2805,-0.0765,-0.135
7.580554,0.3015,-0.0945,-0.2055
7.590323,0.2835,-0.0765,-0.1395
7.600093,0.297,-0.096,-0.2025
7.609862,0.2745,-0.075,-0.138
7.619632,0.309,-0.09,-0.195
7.629401,0.2775,-0.0855,-0.1425
7.639171,0.309,-0.0915,-0.1995
7.64894,0.273,-0.09,-0.141
7.65871,0.3135,-0.0885,-0.2025
7.668479,0.261,-0.0885,-0.147
7.678249,0.303,-0.078,-0.192
7.688018,0.2715,-0.087,-0.1575
7.697788,0.3165,-0.081,-0.1935
7.707558,0.264,-0.099,-0.153
7.717327,0.315,-0.0825,-0.183
7.727097,0.267,-0.09,-0.1605
7.736866,0.318,-0.072,-0.1815
7.746636,0.261,-0.0945,-0.1665
7.756405,0.3105,-0.0795,-0.177
7.766175,0.264,-0.102,-0.171
7.775944,0.3075,-0.066,-0.165
7.785714,0.2715,-0.1005,-0.1785
7.795483,0.309,-0.0735,-0.1725
7.805253,0.276,-0.093,-0.1785
7.815022,0.312,-0.06,-0.1605
7.824792,0.2715,-0.102,-0.189
7.834561,0.3015,-0.0735,-0.153
7.844331,0.279,-0.1095,-0.1875
7.854101,0.306,-0.0765,-0.159
7.86387,0.279,-0.0975,-0.1935
7.87364,0.2985,-0.0705,-0.1545
7.883409,0.291,-0.102,-0.1905
7.893179,0.297,-0.0735,-0.1515
7.902948,0.2835,-0.1035,-0.1965
7.912718,0.294,-0.066,-0.147
7.922487,0.282,-0.096,-0.1965
7.932257,0.2895,-0.075,-0.15
7.942026,0.282,-0.0975,-0.2025
7.951796,0.285,-0.0705,-0.147
7.961565,0.294,-0.1005,-0.2055
7.971335,0.288,-0.0765,-0.141
7.981105,0.294,-0.096,-0.21
7.990875,0.2775,-0.081,-0.1395
8.000645,0.2985,-0.102,-0.201
8.010415,0.285,-0.0825,-0.144
8.020185,0.2985,-0.093,-0.2115
8.029955,0.276,-0.072,-0.1455
8.039725,0.3075,-0.093,-0.1995
8.049495,0.276,-0.084,-0.147
8.059265,0.3075,-0.0855,-0.201
8.069035,0.27,-0.0885,-0.15
8.078805,0.3015,-0.084,-0.1935
8.088575,0.2685,-0.084,-0.147
8.098345,0.3165,-0.0825,-0.195
8.108115,0.267,-0.093,-0.1545
8.117885,0.3225,-0.087,-0.195
8.127656,0.2745,-0.09,-0.159
8.137426,0.3075,-0.081,-0.1815
8.147196,0.267,-0.096,-0.1545
8.156966,0.3165,-0.075,-0.1815
8.166736,0.27,-0.096,-0.165
8.176506,0.315,-0.0735,-0.1725
8.186276,0.2655,-0.096,-0.1635
8.196046,0.3135,-0.0765,-0.1725
8.205816,0.276,-0.096,-0.1755
8.215586,0.309,-0.0765,-0.1725
8.225356,0.2745,-0.1065,-0.171
8.235126,0.3105,-0.066,-0.1575
8.244896,0.2745,-0.102,-0.1875
8.254666,0.309,-0.066,-0.162
8.264436,0.27,-0.1005,-0.183
8.274206,0.3015,-0.0825,-0.1545
8.283976,0.2805,-0.1065,-0.1845
8.293746,0.309,-0.063,-0.153
8.303516,0.2805,-0.1065,-0.192
8.313286,0.3,-0.075,-0.15
8.323056,0.288,-0.1005,-0.1875
8.332826,0.2985,-0.06,-0.15
8.342596,0.2865,-0.1005,-0.1965
8.352366,0.2985,-0.0705,-0.147
8.362136,0.2925,-0.1035,-0.1995
8.371906,0.285,-0.069,-0.144
8.381676,0.2955,-0.1035,-0.201
8.391446,0.288,-0.072,-0.1395
8.401217,0.294,-0.105,-0.2055
8.410987,0.285,-0.0675,-0.1365
8.420757,0.2985,-0.093,-0.201
8.430527,0.2865,-0.078,-0.1425
8.440297,0.3045,-0.093,-0.2085
8.450067,0.279,-0.078,-0.1455
8.459837,0.303,-0.0975,-0.2085
8.469607,0.285,-0.078,-0.1455
8.479377,0.312,-0.0915,-0.1935
8.489147,0.2745,-0.0795,-0.1425
8.498917,0.303,-0.0885,-0.195
8.508687,0.2685,-0.0855,-0.1425
8.518457,0.3075,-0.0855,-0.198
8.528227,0.2745,-0.081,-0.1545
8.537997,0.3135,-0.084,-0.1875
8.547767,0.2745,-0.0885,-0.1515
8.557537,0.309,-0.081,-0.192
8.567307,0.2745,-0.099,-0.1545
8.577077,0.318,-0.0735,-0.186
8.586847,0.2775,-0.093,-0.162
8.596617,0.315,-0.078,-0.1755
8.606387,0.264,-0.0945,-0.1635
8.616157,0.315,-0.0735,-0.1755
8.625927,0.2745,-0.0945,-0.1725
8.635697,0.3135,-0.0765,-0.174
8.645467,0.2625,-0.1005,-0.171
8.655237,0.3105,-0.066,-0.171
8.665007,0.27,-0.1065,-0.1725
8.674778,0.309,-0.0645,-0.159
8.684548,0.279,-0.1065,-0.1785
8.694318,0.3075,-0.0675,-0.153
8.704088,0.2775,-0.105,-0.18
8.713858,0.3,-0.0645,-0.1485
8.723628,0.2805,-0.102,-0.1965
8.733398,0.288,-0.069,-0.1515
8.743168,0.2925,-0.1065,-0.189
8.752938,0.2895,-0.0675,-0.1485
8.762708,0.285,-0.1065,-0.192
8.772478,0.294,-0.0615,-0.1455
8.782248,0.2895,-0.108,-0.1995
8.792018,0.3,-0.0705,-0.1485
8.801788,0.2865,-0.1005,-0.201
8.811558,0.2865,-0.072,-0.1365
8.821328,0.2895,-0.09,-0.198
8.831098,0.2835,-0.075,-0.138
8.840868,0.297,-0.0915,-0.2025
8.850638,0.2835,-0.066,-0.135
8.860408,0.303,-0.0915,-0.2025
8.870178,0.279,-0.072,-0.141
8.879948,0.3015,-0.0945,-0.201
8.889718,0.285,-0.087,-0.1395
8.899488,0.3015,-0.0885,-0.2055
8.909258,0.2835,-0.072,-0.1455
8.919028,0.3045,-0.09,-0.201
8.928798,0.273,-0.0795,-0.1455
8.938568,0.3045,-0.0945,-0.2025
8.948339,0.279,-0.087,-0.1455
8.958106,0.3225,-0.087,-0.198
8.967873,0.27,-0.0855,-0.1605
8.97764,0.3105,-0.0765,-0.195
8.987407,0.27,-0.0915,-0.1485
8.997174,0.312,-0.084,-0.1935
9.006941,0.264,-0.1005,-0.156
9.016708,0.3105,-0.078,-0.1845
9.026476,0.2655,-0.0915,-0.159
9.036243,0.312,-0.069,-0.1785
9.04601,0.27,-0.102,-0.1725
9.055777,0.318,-0.0735,-0.1785
9.065544,0.2625,-0.0975,-0.1665
9.075311,0.312,-0.0735,-0.171
9.085078,0.273,-0.096,-0.168
9.094846,0.3075,-0.0705,-0.171
9.104613,0.2745,-0.102,-0.1755
9.11438,0.3015,-0.066,-0.1665
9.124147,0.2745,-0.1065,-0.1755
9.133914,0.3105,-0.0675,-0.159
9.143681,0.2745,-0.099,-0.1815
9.153448,0.3,-0.0645,-0.1545
9.163216,0.2775,-0.108,-0.189
9.172983,0.2925,-0.072,-0.1485
9.18275,0.2835,-0.105,-0.1815
9.192517,0.297,-0.0675,-0.147
9.202284,0.276,-0.1005,-0.1905
9.212051,0.2925,-0.0675,-0.144
9.221818,0.288,-0.1065,-0.1965
9.231585,0.2925,-0.0705,-0.1335
9.241353,0.288,-0.105,-0.2055
9.25112,0.2805,-0.0675,-0.1425
9.260887,0.2955,-0.1035,-0.198
9.270654,0.291,-0.0795,-0.135
9.280421,0.2985,-0.0975,-0.2055
9.290188,0.282,-0.0675,-0.141
9.299955,0.294,-0.0945,-0.1935
9.309723,0.273,-0.0735,-0.147
9.31949,0.297,-0.09,-0.204
9.329257,0.285,-0.075,-0.1395
9.339024,0.303,-0.0945,-0.2025
9.348791,0.276,-0.078,-0.1425
9.358558,0.3045,-0.0945,-0.2055
9.368325,0.2745,-0.087,-0.15
9.378093,0.3135,-0.0915,-0.1995
9.38786,0.2745,-0.0825,-0.1455
9.397627,0.315,-0.0795,-0.1935
9.407394,0.2655,-0.0915,-0.144
9.417161,0.3075,-0.0765,-0.192
9.426928,0.267,-0.0915,-0.147
9.436695,0.3105,-0.0825,-0.192
9.446463,0.264,-0.0915,-0.156
9.45623,0.312,-0.075,-0.1815
9.465997,0.2685,-0.084,-0.1605
9.475764,0.312,-0.075,-0.177
9.485531,0.27,-0.102,-0.1665
9.495298,0.309,-0.078,-0.174
9.505065,0.27,-0.0885,-0.171
9.514832,0.3045,-0.081,-0.1725
9.5246,0.276,-0.0975,-0.168
9.534367,0.3135,-0.084,-0.168
9.544134,0.273,-0.1065,-0.171
9.553901,0.3075,-0.0675,-0.162
9.563668,0.2775,-0.099,-0.18
9.573435,0.2985,-0.072,-0.1605
9.583202,0.279,-0.1035,-0.18
9.59297,0.2985,-0.0675,-0.153
9.602737,0.2895,-0.1005,-0.1905
9.612504,0.3015,-0.072,-0.147
9.622271,0.282,-0.0975,-0.1875
9.632038,0.297,-0.075,-0.15
9.641805,0.291,-0.0975,-0.1905
9.651572,0.2955,-0.0735,-0.141
9.66134,0.285,-0.099,-0.1995
9.671107,0.2895,-0.0705,-0.141
9.680874,0.2925,-0.105,-0.1935
9.690641,0.2955,-0.069,-0.132
9.700408,0.2895,-0.093,-0.21
9.710175,0.2835,-0.0645,-0.1335
9.719942,0.2925,-0.09,-0.2025
9.729709,0.2865,-0.0735,-0.141
9.739477,0.2925,-0.09,-0.195
9.749244,0.2865,-0.078,-0.138
9.759011,0.294,-0.093,-0.1965
9.768778,0.279,-0.0705,-0.1335
9.778545,0.306,-0.09,-0.2025
9.788312,0.27,-0.0915,-0.1455
9.798079,0.309,-0.0885,-0.1935
9.807847,0.2775,-0.084,-0.1365
9.817614,0.309,-0.084,-0.1935
9.827381,0.2775,-0.0945,-0.1365
9.837148,0.3045,-0.087,-0.192
9.846915,0.2745,-0.093,-0.153
9.856682,0.3075,-0.0825,-0.1875
9.866449,0.27,-0.081,-0.153
9.876217,0.3075,-0.075,-0.1845
9.885984,0.2745,-0.099,-0.1635
9.895751,0.3075,-0.0795,-0.1755
9.905518,0.267,-0.102,-0.1725
9.915285,0.312,-0.078,-0.1755
9.925052,0.27,-0.099,-0.1665
9.934822,0.309,-0.0705,-0.177
9.944593,0.2715,-0.0975,-0.168
9.954363,0.309,-0.0705,-0.168
9.964133,0.27,-0.1005,-0.177
9.973904,0.312,-0.0645,-0.165
9.983674,0.276,-0.1035,-0.18
9.993444,0.3015,-0.066,-0.1575
10.003214,0.2775,-0.102,-0.183
10.012985,0.3015,-0.0705,-0.1545
10.022755,0.2835,-0.1095,-0.1785
10.032525,0.3,-0.069,-0.1485
10.042295,0.279,-0.114,-0.195
10.052066,0.2985,-0.072,-0.1455
10.061836,0.2835,-0.102,-0.189
10.071606,0.3015,-0.072,-0.15
10.081377,0.285,-0.1005,-0.1965
10.091147,0.294,-0.0675,-0.1455
10.100917,0.2865,-0.102,-0.195
10.110687,0.294,-0.075,-0.141
10.120458,0.288,-0.093,-0.1965
10.130228,0.2925,-0.0735,-0.1335
10.139998,0.2985,-0.0945,-0.2025
10.149768,0.2865,-0.0645,-0.1425
10.159539,0.306,-0.096,-0.2055
10.169309,0.291,-0.072,-0.1395
10.179079,0.303,-0.0975,-0.2055
10.18885,0.2775,-0.0795,-0.1455
10.19862,0.306,-0.087,-0.195
10.20839,0.2775,-0.0765,-0.141
10.21816,0.297,-0.084,-0.198
10.227931,0.2775,-0.0825,-0.1335
10.237701,0.3045,-0.0885,-0.1905
10.247471,0.2745,-0.09,-0.1455
10.257241,0.3105,-0.081,-0.1965
10.267012,0.2655,-0.09,-0.15
10.276782,0.3135,-0.084,-0.192
10.286552,0.2685,-0.0825,-0.153
10.296322,0.309,-0.075,-0.189
10.306093,0.2715,-0.0885,-0.1455
10.315863,0.3165,-0.0855,-0.186
10.325633,0.2685,-0.099,-0.1605
10.335404,0.3075,-0.0735,-0.1785
10.345174,0.2715,-0.1065,-0.165
10.354944,0.309,-0.078,-0.1845
10.364714,0.2685,-0.1035,-0.168
10.374485,0.321,-0.0705,-0.177
10.384255,0.2745,-0.1005,-0.165
10.394025,0.312,-0.069,-0.171
10.403795,0.2775,-0.099,-0.177
10.413566,0.306,-0.0735,-0.168
10.423336,0.2685,-0.1035,-0.183
10.433106,0.3,-0.072,-0.1605
10.442877,0.279,-0.111,-0.186
10.452647,0.3015,-0.0645,-0.1575
10.462417,0.282,-0.105,-0.18
10.472187,0.3045,-0.072,-0.1575
10.481958,0.2865,-0.1035,-0.195
10.491728,0.3045,-0.0705,-0.1485
10.501498,0.2895,-0.099,-0.195
10.511268,0.3,-0.075,-0.147
10.521039,0.288,-0.1035,-0.204
10.530809,0.3,-0.078,-0.1395
10.540579,0.285,-0.099,-0.207
10.550349,0.2925,-0.075,-0.1425
10.56012,0.294,-0.102,-0.201
10.56989,0.2925,-0.072,-0.1395
10.57966,0.2895,-0.105,-0.2055
10.589431,0.279,-0.078,-0.1425
10.599201,0.297,-0.093,-0.207
10.608971,0.2865,-0.075,-0.1395
10.618741,0.2955,-0.084,-0.198
10.628512,0.279,-0.078,-0.1425
10.638282,0.297,-0.09,-0.204
10.648052,0.273,-0.0825,-0.1395
10.657822,0.303,-0.09,-0.201
10.667593,0.2685,-0.084,-0.147
10.677363,0.315,-0.0945,-0.204
10.687133,0.2685,-0.081,-0.159
10.696904,0.312,-0.084,-0.198
10.706674,0.2745,-0.0825,-0.1455
10.716444,0.3075,-0.081,-0.189
10.726214,0.267,-0.0945,-0.153
10.735985,0.3015,-0.084,-0.192
10.745755,0.27,-0.0885,-0.1575
10.755525,0.315,-0.081,-0.18
10.765295,0.2745,-0.099,-0.159
10.775066,0.3165,-0.0885,-0.1695
10.784836,0.2715,-0.102,-0.165
10.794606,0.321,-0.0735,-0.1725
10.804377,0.267,-0.099,-0.1605
10.814147,0.315,-0.075,-0.171
10.823917,0.276,-0.1005,-0.174
10.833687,0.3105,-0.0705,-0.168
10.843458,0.276,-0.102,-0.174
10.853228,0.312,-0.0675,-0.1605
10.862998,0.27,-0.1005,-0.1815
10.872768,0.297,-0.0615,-0.1575
10.882539,0.2835,-0.105,-0.1845
10.892309,0.3,-0.0705,-0.1575
10.902079,0.2805,-0.102,-0.183
10.911844,0.2985,-0.0705,-0.15
10.921608,0.2835,-0.1125,-0.195
10.931372,0.2955,-0.069,-0.153
10.941137,0.2805,-0.1095,-0.2055
10.950901,0.2985,-0.078,-0.144
10.960665,0.2895,-0.111,-0.198
10.970429,0.2955,-0.0765,-0.1425
10.980194,0.288,-0.099,-0.2025
10.989958,0.2865,-0.0735,-0.1365
10.999722,0.297,-0.1035,-0.201
11.009487,0.285,-0.0825,-0.144
11.019251,0.297,-0.105,-0.2025
11.029015,0.2895,-0.072,-0.135
11.03878,0.2955,-0.096,-0.207
11.048544,0.2835,-0.0795,-0.1425
11.058308,0.303,-0.0945,-0.207
11.068073,0.2835,-0.0795,-0.138
11.077837,0.3,-0.096,-0.1965
11.087601,0.2745,-0.0885,-0.1365
11.097366,0.306,-0.093,-0.1965
11.10713,0.2715,-0.087,-0.147
11.116894,0.303,-0.0885,-0.201
11.126659,0.276,-0.087,-0.1545
11.136423,0.306,-0.084,-0.201
11.146187,0.2805,-0.0885,-0.15
11.155952,0.3105,-0.0855,-0.1935
11.165716,0.258,-0.0945,-0.15
11.17548,0.315,-0.081,-0.1845
11.185245,0.267,-0.096,-0.156
11.195009,0.3135,-0.0765,-0.18
11.204773,0.264,-0.0975,-0.168
11.214538,0.3135,-0.0795,-0.18
11.224302,0.2655,-0.1095,-0.165
11.234066,0.306,-0.0735,-0.1755
11.243831,0.2745,-0.099,-0.1605
11.253595,0.306,-0.0735,-0.1755
11.263359,0.27,-0.1065,-0.174
11.273124,0.309,-0.075,-0.162
11.282888,0.2805,-0.102,-0.18
11.292652,0.2955,-0.072,-0.162
11.302417,0.2715,-0.1035,-0.168
11.312181,0.297,-0.063,-0.1485
11.321945,0.282,-0.102,-0.189
11.33171,0.297,-0.069,-0.1545
11.341474,0.2775,-0.102,-0.192
11.351238,0.3015,-0.069,-0.1515
11.361003,0.285,-0.102,-0.192
11.370767,0.294,-0.0705,-0.1515
11.380531,0.285,-0.1005,-0.198
11.390296,0.2985,-0.075,-0.1365
11.40006,0.2955,-0.1035,-0.1995
11.409824,0.3,-0.066,-0.135
11.419588,0.291,-0.108,-0.201
11.429353,0.297,-0.0765,-0.1425
11.439117,0.294,-0.099,-0.207
11.448881,0.2865,-0.072,-0.1365
11.458646,0.291,-0.1035,-0.198
11.46841,0.285,-0.078,-0.138
11.478174,0.303,-0.09,-0.2085
11.487939,0.2775,-0.081,-0.1335
11.497703,0.3015,-0.0915,-0.204
11.507467,0.2745,-0.0855,-0.153
11.517232,0.3075,-0.0945,-0.204
11.526996,0.2775,-0.087,-0.138
11.53676,0.306,-0.0885,-0.201
11.546525,0.276,-0.0885,-0.153
11.556289,0.306,-0.0855,-0.1995
11.566053,0.2715,-0.0885,-0.1545
11.575818,0.312,-0.075,-0.1905
11.585582,0.2655,-0.09,-0.1575
11.595346,0.312,-0.0765,-0.1875
11.605111,0.276,-0.0945,-0.1545
11.614875,0.3105,-0.072,-0.1845
11.624639,0.2715,-0.0915,-0.1665
